C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_00_739.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_00_739.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_00_739.jpg, 0, 0, 0, 7.802463E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_00_883.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_00_883.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_00_883.jpg, 0, 0, 0, 8.108023E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_003.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_003.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_003.jpg, 0, 0, 0, 7.814183E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_162.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_162.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_162.jpg, 0, 0, 0, 7.823647E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_267.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_267.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_267.jpg, 0, 0, 0, 7.952487E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_376.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_376.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_376.jpg, 0, 0, 0, 7.837514E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_493.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_493.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_493.jpg, 0, 0, 0, 8.225809E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_612.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_612.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_612.jpg, 0, 0, 0, 7.796197E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_747.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_747.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_747.jpg, 0, 0, 0, 7.839885E-05
C:\Users\mikem\Documents\Self driving course\Data\IMG\center_2020_04_26_13_30_01_863.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\left_2020_04_26_13_30_01_863.jpg, C:\Users\mikem\Documents\Self driving course\Data\IMG\right_2020_04_26_13_30_01_863.jpg, 0, 0.3460425, 0, 0.4176609
